gene_id	gene_name	gene_type	alias	chromosome_name	start_position	end_position	strand	MSTIC1	MSTIC2	MSTIC3	MSTIC4	MSUT1	MSUT2	MSUT3	MSUT4
MIMAT0004954	hsa-miR-543	miRNA	MIMAT0004954	chr14	101032033	101032054	+	53	14	14	7	23	40	0	0
MIMAT0004955	hsa-miR-374b-5p	miRNA	MIMAT0004955	chrX	74218587	74218608	-	626	635	193	141	225	182	90	78
MIMAT0004956	hsa-miR-374b-3p	miRNA	MIMAT0004956	chrX	74218557	74218578	-	12	21	0	0	0	0	0	0
MIMAT0004958	hsa-miR-301b-3p	miRNA	MIMAT0004958	chr22	21653025	21653047	+	14	10	21	9	2	12	6	0
MIMAT0004959	hsa-miR-216b-5p	miRNA	MIMAT0004959	chr2	56000764	56000785	-	22	25	3	0	23	20	0	0
MIMAT0004978	hsa-miR-935	miRNA	MIMAT0004978	chr19	53982362	53982384	+	249	199	23	2	32	43	6	0
MIMAT0004980	hsa-miR-937-3p	miRNA	MIMAT0004980	chr8	143812971	143812992	-	5	7	0	0	0	0	0	0
MIMAT0004983	hsa-miR-940	miRNA	MIMAT0004983	chr16	2271806	2271826	+	40	26	25	0	0	17	2	4
MIMAT0004985	hsa-miR-942-5p	miRNA	MIMAT0004985	chr1	117094655	117094676	+	13	21	2	6	0	4	24	0
MIMAT0005577	hsa-miR-1226-3p	miRNA	MIMAT0005577	chr3	47849608	47849629	+	48	54	30	21	69	45	2	8
MIMAT0005580	hsa-miR-1227-3p	miRNA	MIMAT0005580	chr19	2234062	2234081	-	15	0	1	0	6	0	0	0
MIMAT0005583	hsa-miR-1228-3p	miRNA	MIMAT0005583	chr12	57194555	57194574	+	1	0	0	0	0	1	0	0
MIMAT0005584	hsa-miR-1229-3p	miRNA	MIMAT0005584	chr5	179798278	179798300	-	8	4	0	8	0	0	0	9
MIMAT0005792	hsa-miR-320b	miRNA	MIMAT0005792	chr1	116671787	116671808	+	6	6	1	0	0	0	0	0
MIMAT0005792_1	hsa-miR-320b	miRNA	MIMAT0005792	chr1	224257049	224257070	-	13	6	7	0	0	0	0	0
MIMAT0005794	hsa-miR-1296-5p	miRNA	MIMAT0005794	chr10	63373012	63373033	-	11	20	5	4	8	5	0	2
MIMAT0005796	hsa-miR-1271-5p	miRNA	MIMAT0005796	chr5	176367960	176367981	+	148	91	47	7	61	58	5	21
MIMAT0005797	hsa-miR-1301-3p	miRNA	MIMAT0005797	chr2	25328651	25328674	-	284	279	75	11	144	200	24	37
MIMAT0005798	hsa-miR-1185-5p	miRNA	MIMAT0005798	chr14	101042991	101043011	+	1	0	2	0	0	0	0	0
MIMAT0005798_1	hsa-miR-1185-5p	miRNA	MIMAT0005798	chr14	101044212	101044232	+	0	5	5	0	0	0	0	0
MIMAT0005825	hsa-miR-1180-3p	miRNA	MIMAT0005825	chr17	19344513	19344534	-	198	170	15	7	79	112	3	16
MIMAT0005875	hsa-miR-548j-5p	miRNA	MIMAT0005875	chr22	26555274	26555295	-	1	4	0	0	9	0	0	0
MIMAT0005878	hsa-miR-1287-5p	miRNA	MIMAT0005878	chr10	98395271	98395292	-	15	1	5	0	0	1	0	2
MIMAT0005882	hsa-miR-548k	miRNA	MIMAT0005882	chr11	70283986	70284007	+	12	5	24	0	12	0	0	0
MIMAT0005892	hsa-miR-1304-5p	miRNA	MIMAT0005892	chr11	93733724	93733745	-	22	22	5	0	11	12	7	28
MIMAT0005899	hsa-miR-1247-5p	miRNA	MIMAT0005899	chr14	101560362	101560383	-	45	25	3	0	18	29	7	6
MIMAT0005901	hsa-miR-1249-3p	miRNA	MIMAT0005901	chr22	45200958	45200979	-	36	15	1	0	0	14	0	5
MIMAT0005903	hsa-miR-1251-5p	miRNA	MIMAT0005903	chr12	97491913	97491933	+	7	13	0	0	0	0	0	4
MIMAT0005906	hsa-miR-1255a	miRNA	MIMAT0005906	chr4	101330365	101330387	-	6	2	0	0	0	0	0	0
MIMAT0005911	hsa-miR-1260a	miRNA	MIMAT0005911	chr14	77266231	77266248	+	402	241	141	0	151	132	0	57
MIMAT0005914	hsa-miR-1262	miRNA	MIMAT0005914	chr1	68183576	68183597	-	21	14	0	6	0	0	9	0
MIMAT0005923	hsa-miR-1269a	miRNA	MIMAT0005923	chr4	66276890	66276911	+	2	6	0	0	0	0	2	0
MIMAT0005924	hsa-miR-1270	miRNA	MIMAT0005924	chr19	20399320	20399342	-	2	7	0	0	0	0	0	0
MIMAT0005930	hsa-miR-1276	miRNA	MIMAT0005930	chr15	85770548	85770567	-	6	4	0	0	0	0	0	0
MIMAT0005941	hsa-miR-1284	miRNA	MIMAT0005941	chr3	71542039	71542060	-	0	5	8	0	0	1	0	0
MIMAT0005943	hsa-miR-1292-5p	miRNA	MIMAT0005943	chr20	2652779	2652803	+	12	19	0	0	0	0	0	0
MIMAT0005948	hsa-miR-664a-5p	miRNA	MIMAT0005948	chr1	220200586	220200609	-	14	52	7	6	0	8	0	0
MIMAT0005949	hsa-miR-664a-3p	miRNA	MIMAT0005949	chr1	220200549	220200571	-	11	29	16	4	1	0	9	6
MIMAT0005950	hsa-miR-1306-3p	miRNA	MIMAT0005950	chr22	20086112	20086129	+	3	13	7	0	0	0	0	3
MIMAT0005951	hsa-miR-1307-3p	miRNA	MIMAT0005951	chr10	103394301	103394322	-	249	281	47	45	15	84	51	37
MIMAT0005955	hsa-miR-1197	miRNA	MIMAT0005955	chr14	101025620	101025640	+	4	0	0	0	0	8	0	0
MIMAT0006789	hsa-miR-1468-5p	miRNA	MIMAT0006789	chrX	63786055	63786075	-	3	2	0	0	0	0	1	0
MIMAT0007881	hsa-miR-1908-5p	miRNA	MIMAT0007881	chr11	61815209	61815229	-	473	439	112	72	221	526	23	162
MIMAT0009198	hsa-miR-224-3p	miRNA	MIMAT0009198	chrX	151958584	151958606	-	41	28	0	5	17	0	0	12
MIMAT0009199	hsa-miR-365a-5p	miRNA	MIMAT0009199	chr16	14309300	14309322	+	11	4	0	0	0	0	0	0
MIMAT0009451	hsa-miR-1976	miRNA	MIMAT0009451	chr1	26554574	26554593	+	0	2	0	0	0	0	9	0
MIMAT0010133	hsa-miR-2110	miRNA	MIMAT0010133	chr10	114174151	114174172	-	97	86	19	36	31	30	38	22
MIMAT0010195	hsa-let-7a-2-3p	miRNA	MIMAT0010195	chr11	122146523	122146544	-	5	5	0	0	0	0	0	0
MIMAT0011159	hsa-miR-2115-3p	miRNA	MIMAT0011159	chr3	48316381	48316402	-	5	3	0	0	0	8	4	0
MIMAT0011161	hsa-miR-2116-3p	miRNA	MIMAT0011161	chr15	59171192	59171212	-	0	0	3	0	0	9	0	0
MIMAT0011775	hsa-miR-2276-3p	miRNA	MIMAT0011775	chr13	24162469	24162490	+	12	11	2	9	0	0	0	5
MIMAT0013518	hsa-miR-2682-3p	miRNA	MIMAT0013518	chr1	98045271	98045292	-	1	5	0	0	0	0	0	0
MIMAT0015027	hsa-miR-3074-3p	miRNA	MIMAT0015027	chr9	95086024	95086045	-	10	3	0	0	0	0	0	0
MIMAT0015041	hsa-miR-1260b	miRNA	MIMAT0015041	chr11	96341447	96341465	+	0	102	14	0	5	0	39	14
MIMAT0015048	hsa-miR-3173-3p	miRNA	MIMAT0015048	chr14	95137923	95137944	-	0	4	0	0	4	0	0	0
MIMAT0015050	hsa-miR-323b-3p	miRNA	MIMAT0015050	chr14	101056269	101056290	+	221	231	114	18	126	168	23	32
MIMAT0015054	hsa-miR-3177-3p	miRNA	MIMAT0015054	chr16	1735038	1735058	+	7	7	0	0	0	0	1	6
MIMAT0015066	hsa-miR-3065-5p	miRNA	MIMAT0015066	chr17	81125886	81125908	+	3	6	5	0	5	8	4	0
MIMAT0015069	hsa-miR-3187-3p	miRNA	MIMAT0015069	chr19	813627	813646	+	3	4	0	0	0	0	0	0
MIMAT0015085	hsa-miR-3200-3p	miRNA	MIMAT0015085	chr22	30731610	30731631	+	29	13	20	0	24	4	3	14
MIMAT0016916	hsa-miR-4286	miRNA	MIMAT0016916	chr8	10666988	10667004	+	10	22	0	0	2	0	0	0
MIMAT0017352	hsa-miR-2277-5p	miRNA	MIMAT0017352	chr5	93620748	93620771	-	2	9	0	0	0	6	0	0
MIMAT0017392	hsa-miR-3200-5p	miRNA	MIMAT0017392	chr22	30731569	30731590	+	2	4	0	0	7	0	9	3
MIMAT0017950	hsa-miR-2355-3p	miRNA	MIMAT0017950	chr2	207109999	207110020	-	4	1	0	0	5	0	0	0
MIMAT0017981	hsa-miR-3605-5p	miRNA	MIMAT0017981	chr1	33332449	33332471	-	20	10	0	0	7	0	1	0
MIMAT0017982	hsa-miR-3605-3p	miRNA	MIMAT0017982	chr1	33332405	33332427	-	10	17	5	0	7	12	0	0
MIMAT0017989	hsa-miR-3612	miRNA	MIMAT0017989	chr12	128294105	128294126	+	1	1	0	0	0	0	0	0
MIMAT0017990	hsa-miR-3613-5p	miRNA	MIMAT0017990	chr13	49996465	49996486	-	0	0	0	0	0	4	3	0
MIMAT0017991	hsa-miR-3613-3p	miRNA	MIMAT0017991	chr13	49996426	49996449	-	11	4	11	0	6	11	8	0
MIMAT0017994	hsa-miR-3615	miRNA	MIMAT0017994	chr17	74748663	74748683	+	5	15	0	0	10	0	2	0
MIMAT0018000	hsa-miR-23c	miRNA	MIMAT0018000	chrX	20017101	20017122	-	0	0	2	1	0	0	0	0
MIMAT0018003	hsa-miR-3622a-5p	miRNA	MIMAT0018003	chr8	27701690	27701711	+	2	7	0	0	1	0	0	0
MIMAT0018116	hsa-miR-3688-3p	miRNA	MIMAT0018116	chr4	159128814	159128835	-	0	5	0	0	4	0	0	0
MIMAT0018116_1	hsa-miR-3688-3p	miRNA	MIMAT0018116	chr4	159128861	159128882	+	0	1	0	0	2	0	0	0
MIMAT0018120	hsa-miR-3691-5p	miRNA	MIMAT0018120	chr6	5148286	5148308	-	3	0	0	0	0	0	0	5
MIMAT0018183	hsa-miR-3909	miRNA	MIMAT0018183	chr22	35335710	35335731	+	1	0	0	0	2	0	0	5
MIMAT0018204	hsa-miR-676-3p	miRNA	MIMAT0018204	chrX	70022899	70022919	+	4	0	0	0	0	5	0	0
MIMAT0018205	hsa-miR-3928-3p	miRNA	MIMAT0018205	chr22	31160062	31160083	-	1	7	0	0	0	0	0	0
MIMAT0018353	hsa-miR-3938	miRNA	MIMAT0018353	chr3	55852515	55852536	-	1	0	3	0	0	0	0	0
MIMAT0018356	hsa-miR-3940-3p	miRNA	MIMAT0018356	chr19	6416434	6416455	-	1	2	0	0	0	0	0	0
MIMAT0018443	hsa-miR-374c-5p	miRNA	MIMAT0018443	chrX	74218561	74218582	+	8	0	0	0	5	0	0	0
MIMAT0018935	hsa-miR-4422	miRNA	MIMAT0018935	chr1	55225656	55225676	+	2	6	1	0	0	16	0	0
MIMAT0018968	hsa-miR-4449	miRNA	MIMAT0018968	chr4	52712720	52712741	+	0	7	0	22	1	0	0	0
MIMAT0018971	hsa-miR-4450	miRNA	MIMAT0018971	chr4	76573572	76573593	+	1	3	0	0	2	0	0	0
MIMAT0018972	hsa-miR-548ah-5p	miRNA	MIMAT0018972	chr4	76575561	76575580	+	6	1	0	0	0	0	0	0
MIMAT0019058	hsa-miR-4521	miRNA	MIMAT0019058	chr17	8186948	8186969	+	16	9	0	0	0	21	0	0
MIMAT0019059	hsa-miR-1269b	miRNA	MIMAT0019059	chr17	12917313	12917334	-	9	0	0	0	0	6	0	0
MIMAT0019202	hsa-miR-3129-3p	miRNA	MIMAT0019202	chr2	189133044	189133065	-	10	0	5	0	0	0	0	2
MIMAT0019208	hsa-miR-3074-5p	miRNA	MIMAT0019208	chr9	95086063	95086083	-	2	4	0	0	0	0	0	0
MIMAT0019211	hsa-miR-3158-5p	miRNA	MIMAT0019211	chr10	101601429	101601449	+	0	2	3	0	8	0	0	0
MIMAT0019211_1	hsa-miR-3158-5p	miRNA	MIMAT0019211	chr10	101601465	101601485	-	2	4	0	0	0	0	0	0
MIMAT0019727	hsa-miR-4659a-3p	miRNA	MIMAT0019727	chr8	6745212	6745233	+	0	0	0	14	4	0	0	0
MIMAT0019729	hsa-miR-4661-5p	miRNA	MIMAT0019729	chr8	91205494	91205515	+	9	0	0	0	0	3	0	0
MIMAT0019761	hsa-miR-4677-3p	miRNA	MIMAT0019761	chr1	243346225	243346246	+	2	11	0	0	0	0	0	0
MIMAT0019768	hsa-miR-4683	miRNA	MIMAT0019768	chr10	35641181	35641203	-	1	0	4	0	0	0	0	0
MIMAT0019776	hsa-miR-1343-3p	miRNA	MIMAT0019776	chr11	34941888	34941909	+	4	18	0	0	1	0	0	0
MIMAT0019808	hsa-miR-4707-3p	miRNA	MIMAT0019808	chr14	22956957	22956978	-	1	0	4	0	0	0	0	0
MIMAT0019850	hsa-miR-4728-3p	miRNA	MIMAT0019850	chr17	39726537	39726561	+	2	8	0	0	0	0	0	0
MIMAT0019853	hsa-miR-4731-5p	miRNA	MIMAT0019853	chr17	15251666	15251687	-	14	5	0	0	0	4	0	4
MIMAT0019854	hsa-miR-4731-3p	miRNA	MIMAT0019854	chr17	15251634	15251655	-	1	3	0	0	0	9	0	0
MIMAT0019855	hsa-miR-4732-5p	miRNA	MIMAT0019855	chr17	28861700	28861722	-	0	0	0	8	0	0	9	14
MIMAT0019856	hsa-miR-4732-3p	miRNA	MIMAT0019856	chr17	28861668	28861688	-	0	0	0	7	0	0	10	3
MIMAT0019864	hsa-miR-3064-5p	miRNA	MIMAT0019864	chr17	64500817	64500837	-	9	1	0	0	0	0	0	0
MIMAT0019872	hsa-miR-4742-5p	miRNA	MIMAT0019872	chr1	224398289	224398311	-	6	4	0	0	0	0	0	0
MIMAT0019876	hsa-miR-122b-5p	miRNA	MIMAT0019876	chr18	58451121	58451143	-	12	8	0	0	0	2	0	0
MIMAT0019885	hsa-miR-4749-5p	miRNA	MIMAT0019885	chr19	49854593	49854614	+	9	1	0	0	0	0	0	0
MIMAT0019957	hsa-miR-4787-3p	miRNA	MIMAT0019957	chr3	50675130	50675153	+	0	5	0	0	0	16	0	0
MIMAT0019984	hsa-miR-4804-5p	miRNA	MIMAT0019984	chr5	72878600	72878620	+	5	7	4	0	0	0	0	1
MIMAT0020924	hsa-miR-642a-3p	miRNA	MIMAT0020924	chr19	45674978	45674999	+	0	12	0	4	0	9	0	0
MIMAT0021022	hsa-miR-5001-3p	miRNA	MIMAT0021022	chr2	232550493	232550514	-	1	0	8	0	0	0	0	0
MIMAT0021023	hsa-miR-5002-5p	miRNA	MIMAT0021023	chr3	124132949	124132972	+	5	5	0	0	5	0	0	0
MIMAT0021043	hsa-miR-5010-5p	miRNA	MIMAT0021043	chr17	42514208	42514229	+	6	9	0	0	4	0	0	11
MIMAT0021044	hsa-miR-5010-3p	miRNA	MIMAT0021044	chr17	42514267	42514288	+	6	7	0	0	0	0	0	0
MIMAT0022263	hsa-miR-548aq-5p	miRNA	MIMAT0022263	chr3	185767883	185767904	-	2	0	0	0	1	0	0	0
MIMAT0022270	hsa-miR-5579-3p	miRNA	MIMAT0022270	chr11	79422169	79422190	-	1	9	0	0	0	0	0	0
MIMAT0022276	hsa-miR-5581-3p	miRNA	MIMAT0022276	chr1	37500935	37500956	-	1	0	0	0	2	0	0	0
MIMAT0022280	hsa-miR-5582-3p	miRNA	MIMAT0022280	chr11	46753125	46753146	-	8	1	0	0	0	0	1	0
MIMAT0022492	hsa-miR-5699-3p	miRNA	MIMAT0022492	chr10	641699	641720	-	4	0	0	0	0	0	0	14
MIMAT0022693	hsa-miR-204-3p	miRNA	MIMAT0022693	chr9	70809993	70810013	-	0	0	14	0	0	0	0	2
MIMAT0022695	hsa-miR-212-5p	miRNA	MIMAT0022695	chr17	2050328	2050350	-	0	8	0	0	8	0	0	0
MIMAT0022697	hsa-miR-382-3p	miRNA	MIMAT0022697	chr14	101054352	101054372	+	16	17	21	1	0	12	4	2
MIMAT0022705	hsa-miR-539-3p	miRNA	MIMAT0022705	chr14	101047369	101047390	+	6	0	6	2	0	15	0	0
MIMAT0022709	hsa-miR-652-5p	miRNA	MIMAT0022709	chrX	110055349	110055373	+	6	5	12	7	0	0	0	0
MIMAT0022711	hsa-miR-660-3p	miRNA	MIMAT0022711	chrX	50013292	50013312	+	2	2	0	0	0	0	0	0
MIMAT0022713	hsa-miR-1185-2-3p	miRNA	MIMAT0022713	chr14	101044250	101044271	+	5	13	10	8	0	0	0	0
MIMAT0022714	hsa-miR-766-5p	miRNA	MIMAT0022714	chrX	119646799	119646820	-	14	10	11	0	0	8	0	1
MIMAT0022720	hsa-miR-1304-3p	miRNA	MIMAT0022720	chr11	93733691	93733712	-	65	56	14	0	21	24	0	19
MIMAT0022721	hsa-miR-1247-3p	miRNA	MIMAT0022721	chr14	101560326	101560349	-	0	0	8	0	0	5	8	1
MIMAT0022726	hsa-miR-1306-5p	miRNA	MIMAT0022726	chr22	20086072	20086093	+	58	61	35	0	38	30	6	47
MIMAT0022727	hsa-miR-1307-5p	miRNA	MIMAT0022727	chr10	103394341	103394361	-	8	9	0	0	0	0	0	0
MIMAT0022833	hsa-miR-365b-5p	miRNA	MIMAT0022833	chr17	31575439	31575460	+	13	19	6	0	0	8	0	0
MIMAT0022834	hsa-miR-365b-3p	miRNA	MIMAT0022834	chr17	31575478	31575499	+	419	556	266	45	80	161	31	46
MIMAT0022838	hsa-miR-1185-1-3p	miRNA	MIMAT0022838	chr14	101043029	101043050	+	25	6	6	4	3	7	0	1
MIMAT0022842	hsa-miR-98-3p	miRNA	MIMAT0022842	chrX	53556241	53556262	-	18	19	0	0	6	17	0	0
MIMAT0022861	hsa-miR-376c-5p	miRNA	MIMAT0022861	chr14	101039694	101039714	+	1	0	0	0	0	10	7	0
MIMAT0022924	hsa-miR-495-5p	miRNA	MIMAT0022924	chr14	101033768	101033789	+	7	5	0	0	15	0	0	0
MIMAT0022929	hsa-miR-758-5p	miRNA	MIMAT0022929	chr14	101026034	101026055	+	17	3	0	0	2	0	0	0
MIMAT0025848	hsa-miR-6511b-3p	miRNA	MIMAT0025848	chr16	2106679	2106701	-	6	1	4	0	0	9	2	1
MIMAT0025848_1	hsa-miR-6511b-3p	miRNA	MIMAT0025848	chr16	15134076	15134098	-	5	1	3	0	0	3	2	2
MIMAT0026472	hsa-let-7c-3p	miRNA	MIMAT0026472	chr21	16539883	16539904	+	19	4	4	0	0	3	0	0
MIMAT0026480	hsa-miR-153-5p	miRNA	MIMAT0026480	chr7	157574387	157574408	-	3	7	0	0	0	0	0	4
MIMAT0026481	hsa-miR-134-3p	miRNA	MIMAT0026481	chr14	101054732	101054754	+	3	1	0	0	0	8	0	0
MIMAT0026482	hsa-miR-190a-3p	miRNA	MIMAT0026482	chr15	62824008	62824028	+	15	0	0	0	3	0	0	0
MIMAT0026483	hsa-miR-370-5p	miRNA	MIMAT0026483	chr14	100911151	100911172	+	5	0	11	0	0	0	0	0
MIMAT0026555	hsa-miR-329-5p	miRNA	MIMAT0026555	chr14	101026797	101026819	+	3	0	7	0	2	5	0	0
MIMAT0026555_1	hsa-miR-329-5p	miRNA	MIMAT0026555	chr14	101027114	101027136	+	0	0	1	0	1	6	0	0
MIMAT0026557	hsa-miR-412-5p	miRNA	MIMAT0026557	chr14	101065465	101065487	+	26	17	9	0	7	8	7	0
MIMAT0026559	hsa-miR-487a-5p	miRNA	MIMAT0026559	chr14	101052458	101052479	+	19	20	0	0	6	8	0	0
MIMAT0026607	hsa-miR-494-5p	miRNA	MIMAT0026607	chr14	101029648	101029670	+	0	4	0	11	0	0	0	0
MIMAT0026608	hsa-miR-181d-3p	miRNA	MIMAT0026608	chr19	13874953	13874973	+	1	2	0	0	0	0	0	0
MIMAT0026618	hsa-miR-585-5p	miRNA	MIMAT0026618	chr5	169263649	169263670	-	1	11	0	0	4	0	0	0
MIMAT0026620	hsa-miR-598-5p	miRNA	MIMAT0026620	chr8	11035257	11035279	-	0	0	9	0	6	0	0	0
MIMAT0026621	hsa-miR-605-3p	miRNA	MIMAT0026621	chr10	51299623	51299644	+	6	3	2	3	16	0	0	0
MIMAT0026625	hsa-miR-653-3p	miRNA	MIMAT0026625	chr7	93482784	93482805	-	2	2	0	10	0	0	0	0
MIMAT0026718	hsa-miR-874-5p	miRNA	MIMAT0026718	chr5	137647618	137647640	-	16	0	1	0	2	0	0	0
MIMAT0026720	hsa-miR-887-5p	miRNA	MIMAT0026720	chr5	15935191	15935211	+	20	24	0	5	5	18	10	0
MIMAT0026721	hsa-miR-216b-3p	miRNA	MIMAT0026721	chr2	56000724	56000747	-	3	2	0	0	11	0	0	0
MIMAT0026734	hsa-miR-942-3p	miRNA	MIMAT0026734	chr1	117094695	117094716	+	1	3	9	0	0	0	0	7
MIMAT0027103	hsa-miR-5699-5p	miRNA	MIMAT0027103	chr10	641748	641769	-	3	2	0	0	0	0	0	0
MIMAT0027371	hsa-miR-6735-5p	miRNA	MIMAT0027371	chr1	43448544	43448568	+	5	0	0	0	7	0	0	0
MIMAT0027392	hsa-miR-6746-5p	miRNA	MIMAT0027392	chr11	61878252	61878273	-	0	5	0	0	0	9	0	0
MIMAT0027393	hsa-miR-6746-3p	miRNA	MIMAT0027393	chr11	61878216	61878237	-	0	0	0	0	5	0	6	0
MIMAT0027413	hsa-miR-6756-3p	miRNA	MIMAT0027413	chr11	119312950	119312969	-	0	0	0	0	1	6	0	0
MIMAT0027416	hsa-miR-6758-5p	miRNA	MIMAT0027416	chr12	57512693	57512715	+	2	3	0	0	0	0	0	0
MIMAT0027441	hsa-miR-6770-3p	miRNA	MIMAT0027441	chr16	14930859	14930879	+	1	3	0	0	0	0	0	0
MIMAT0027441_1	hsa-miR-6770-3p	miRNA	MIMAT0027441	chr16	16329344	16329364	+	1	4	0	0	0	0	0	0
MIMAT0027441_2	hsa-miR-6770-3p	miRNA	MIMAT0027441	chr16	18379351	18379371	-	1	1	0	0	0	0	0	0
MIMAT0027479	hsa-miR-6789-3p	miRNA	MIMAT0027479	chr19	2235829	2235849	-	4	13	0	0	0	5	5	0
MIMAT0027490	hsa-miR-6795-5p	miRNA	MIMAT0027490	chr19	15179322	15179345	-	4	0	0	1	0	0	0	1
MIMAT0027507	hsa-miR-6803-3p	miRNA	MIMAT0027507	chr19	55245186	55245207	-	1	2	0	0	0	7	0	0
MIMAT0027521	hsa-miR-6810-3p	miRNA	MIMAT0027521	chr2	218341958	218341980	+	2	0	0	11	0	0	0	0
MIMAT0027530	hsa-miR-6815-5p	miRNA	MIMAT0027530	chr21	45478271	45478293	+	16	0	0	0	0	8	0	0
MIMAT0027539	hsa-miR-6819-3p	miRNA	MIMAT0027539	chr22	36286847	36286867	-	3	0	13	0	0	0	0	0
MIMAT0027542	hsa-miR-6821-5p	miRNA	MIMAT0027542	chr22	49962866	49962888	+	0	3	0	0	0	7	0	0
MIMAT0027567	hsa-miR-6833-3p	miRNA	MIMAT0027567	chr6	32179856	32179876	+	4	0	0	0	0	1	0	0
MIMAT0027594	hsa-miR-6847-5p	miRNA	MIMAT0027594	chr8	144079879	144079901	+	3	0	7	10	0	0	0	0
MIMAT0027637	hsa-miR-6868-3p	miRNA	MIMAT0027637	chr17	76098019	76098039	-	3	0	0	3	0	0	0	0
MIMAT0027646	hsa-miR-6873-5p	miRNA	MIMAT0027646	chr6	33287263	33287284	-	1	6	0	0	0	0	0	0
MIMAT0027661	hsa-miR-6880-3p	miRNA	MIMAT0027661	chr12	124337181	124337201	-	2	2	0	0	0	0	0	0
MIMAT0027670	hsa-miR-6885-5p	miRNA	MIMAT0027670	chr19	6389674	6389698	-	0	21	0	0	0	12	0	2
MIMAT0027684	hsa-miR-6892-5p	miRNA	MIMAT0027684	chr7	143382686	143382706	+	3	5	0	0	4	0	0	1
MIMAT0027688	hsa-miR-6894-5p	miRNA	MIMAT0027688	chrX	53198917	53198940	-	1	1	0	0	0	0	0	0
MIMAT0028125	hsa-miR-7114-5p	miRNA	MIMAT0028125	chr9	137450061	137450081	-	3	2	0	2	0	0	0	0
MIMAT0030020	hsa-miR-7705	miRNA	MIMAT0030020	chr8	100703002	100703024	-	3	6	0	0	0	0	0	0
MIMAT0030021	hsa-miR-7706	miRNA	MIMAT0030021	chr15	85380639	85380662	+	5	9	6	0	6	10	6	0
MIMAT0030413	hsa-miR-4433b-5p	miRNA	MIMAT0030413	chr2	64340809	64340829	-	0	0	0	4	0	0	0	13
MIMAT0031179	hsa-miR-7976	miRNA	MIMAT0031179	chr3	127587158	127587176	-	1	2	0	0	0	0	0	0
MIMAT0031180	hsa-miR-7977	miRNA	MIMAT0031180	chr3	176515103	176515120	+	136	214	0	0	274	55	0	0
MIMAT0031181	hsa-miR-7978	miRNA	MIMAT0031181	chr4	21464738	21464758	-	1	4	0	0	0	0	0	0
MIMAT0037309	hsa-miR-135a-2-3p	miRNA	MIMAT0037309	chr12	97563872	97563893	+	7	3	0	0	0	0	0	0
MIMAT0039764	hsa-miR-1843	miRNA	MIMAT0039764	chr1	175968440	175968459	-	4	1	0	0	2	0	0	0
MIMAT0041617	hsa-miR-10393-5p	miRNA	MIMAT0041617	chr15	44717844	44717868	+	15	3	5	0	0	0	0	0
MIMAT0041620	hsa-miR-10394-3p	miRNA	MIMAT0041620	chr19	58393424	58393446	+	8	1	0	0	3	0	0	0
MIMAT0041621	hsa-miR-10395-5p	miRNA	MIMAT0041621	chr19	12703647	12703664	-	1	0	0	0	0	0	3	0
MIMAT0041629	hsa-miR-10399-5p	miRNA	MIMAT0041629	chr7	139044137	139044157	-	2	10	2	0	0	0	0	0
MIMAT0041997	hsa-miR-10527-5p	miRNA	MIMAT0041997	chr12	63823663	63823685	+	12	8	7	6	0	0	0	0
MIMAT0049019	hsa-miR-12125	miRNA	MIMAT0049019	chr5	168165895	168165916	+	2	1	2	0	0	8	0	0
MIMAT0049032	hsa-miR-12136	miRNA	MIMAT0049032	chr1	632668	632685	-	137	148	64	33	94	72	25	76
